id,avg_ext_diversity,avg_retweet_count,avg_reply_count,avg_favorite_count,avg_num_hashtags,avg_num_urls,avg_num_mentions,avg_in_apply,statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,geo_enabled,profile_background_tile,Bot,sn_length,desc_length,name_length
250171190,0.983,12.819,0.0,0.045,0.149,0.08,0.9009999999999999,0.665,2053,597,1994,19,4,1.0,1.0,0.0,0,7,86,13
250842076,0.971,6.7,0.0,0.025,0.318,0.045,0.436,0.322,639,48,123,1,1,1.0,1.0,0.0,0,12,116,9
250851165,0.956,29.221,0.0,0.075,0.8640000000000001,0.08,0.525,0.36200000000000004,3863,102,90,457,1,0.0,1.0,0.0,0,15,135,8
251313896,0.975,11.738,0.0,0.002,0.13,0.578,0.38,0.09699999999999999,1573,54,109,37,1,0.0,1.0,0.0,0,8,97,15
251500925,0.983,1.778,0.0,0.009000000000000001,0.26899999999999996,0.228,0.645,0.391,506,20,22,6,0,0.0,1.0,0.0,0,12,159,20
252516822,0.975,629.591,0.0,0.013999999999999999,0.22899999999999998,0.466,1.0070000000000001,0.10400000000000001,1823,118,275,42,5,0.0,0.0,1.0,0,9,104,14
252686122,0.98,23.814,0.0,0.03,0.46,0.228,1.06,0.294,1598,39,74,16,2,0.0,0.0,0.0,0,6,26,7
252688673,0.9690000000000001,160.30700000000002,0.0,0.136,0.05,0.105,0.643,0.292,5285,170,256,625,1,0.0,1.0,0.0,0,12,135,20
253281330,0.97,189.335,0.0,0.069,0.069,0.038,1.038,0.53,768,68,143,60,0,0.0,0.0,1.0,0,10,123,8
254558097,0.978,174.99200000000002,0.0,0.037000000000000005,0.121,0.244,1.023,0.385,1350,64,427,767,0,1.0,1.0,0.0,0,7,158,16
255559955,0.978,21.565,0.0,0.065,0.384,0.444,0.953,0.284,309,280,149,31,7,0.0,1.0,0.0,0,13,121,14
255656786,0.9790000000000001,209.38099999999997,0.0,0.158,0.039,0.32899999999999996,0.6459999999999999,0.408,2386,338,400,810,6,0.0,1.0,1.0,0,9,154,19
256598881,0.9740000000000001,49.966,0.0,0.013000000000000001,0.24100000000000002,0.396,0.77,0.168,741,311,904,62,3,0.0,0.0,1.0,0,8,160,14
256689270,0.966,23.564,0.0,0.043,0.154,0.059000000000000004,1.266,0.872,217,47,73,216,0,0.0,0.0,1.0,0,7,66,13
257399906,0.975,111.65100000000001,0.0,0.16399999999999998,0.40299999999999997,0.034,0.544,0.41,1550,256,490,176,0,0.0,1.0,0.0,0,9,165,18
258762800,0.982,56.928999999999995,0.0,0.005,0.04,0.096,0.7979999999999999,0.48200000000000004,438,23,106,3,0,1.0,0.0,0.0,0,12,55,20
259160079,0.977,314.344,0.0,0.043,0.085,0.091,0.902,0.461,2074,94,361,216,0,0.0,1.0,0.0,0,8,86,6
259428725,0.981,19.222,0.0,0.027000000000000003,0.261,0.055999999999999994,0.845,0.605,1188,65,235,1,1,1.0,1.0,0.0,0,8,107,6
259680844,0.973,34.876999999999995,0.0,0.006999999999999999,0.384,0.21,1.703,0.391,194,46,107,6,2,1.0,1.0,0.0,0,11,126,11
259773527,0.9740000000000001,33.868,0.0,0.114,0.135,0.042,0.7709999999999999,0.386,2698,136,222,159,0,0.0,1.0,0.0,0,11,38,9
259894552,0.981,49.753,0.0,0.008,0.079,0.17,1.0590000000000002,0.38,1347,70,255,6,0,0.0,1.0,0.0,0,14,42,8
259934562,0.971,47.986000000000004,0.0,0.043,1.003,0.222,0.889,0.295,1148,141,599,20,2,0.0,1.0,1.0,0,11,149,12
260636096,0.971,43.714,0.0,0.015,0.147,0.39899999999999997,0.871,0.040999999999999995,3511,156,516,87,1,0.0,0.0,1.0,0,13,49,15
260693820,0.972,4.71,0.0,0.064,0.16399999999999998,0.115,0.34700000000000003,0.235,3693,172,370,105,0,0.0,0.0,0.0,0,6,136,6
261223538,0.9690000000000001,7.621,0.0,0.095,0.07,0.035,0.75,0.396,9950,658,701,18,11,0.0,0.0,1.0,0,8,112,9
262100774,0.98,19.472,0.0,0.183,0.057999999999999996,0.09699999999999999,0.9129999999999999,0.506,15238,516,801,30,3,0.0,1.0,0.0,0,14,157,17
262165317,0.941,34.928000000000004,0.0,0.026000000000000002,0.368,0.125,0.45399999999999996,0.132,195,19,53,58,0,0.0,0.0,0.0,0,12,26,10
262199092,0.978,42.723,0.0,0.018000000000000002,0.142,0.10400000000000001,0.436,0.363,3053,155,285,390,0,0.0,1.0,0.0,0,10,129,9
262235136,0.98,12.758,0.0,0.29600000000000004,0.018000000000000002,0.045,1.524,0.693,1086,141,249,1015,3,0.0,0.0,0.0,0,7,133,8
262328083,0.9790000000000001,39.792,0.0,0.091,0.308,0.152,1.4909999999999999,0.34,977,70,202,138,1,1.0,1.0,0.0,0,9,104,10
262898875,0.976,17.777,0.0,0.016,0.405,0.128,1.232,0.413,2846,289,201,61,9,0.0,1.0,1.0,0,14,152,20
263278290,0.98,51.869,0.0,0.009000000000000001,0.483,0.511,0.938,0.08800000000000001,948,66,236,0,1,1.0,1.0,0.0,0,12,108,13
264333523,0.9740000000000001,89.896,0.0,0.061,0.124,0.131,0.799,0.32799999999999996,3134,191,778,80,2,0.0,1.0,1.0,0,5,53,15
264801154,0.98,116.262,0.0,0.032,0.133,0.031,0.615,0.364,2171,189,313,148,0,0.0,0.0,1.0,0,11,10,17
265419912,0.9740000000000001,41.681999999999995,0.0,0.068,0.040999999999999995,0.075,1.075,0.547,1583,230,273,417,1,0.0,1.0,1.0,0,8,35,13
265529493,0.968,58.132,0.0,0.038,0.377,0.094,0.396,0.226,69,40,56,0,0,0.0,0.0,0.0,0,9,73,14
268773741,0.968,584.1759999999999,0.0,0.013999999999999999,0.655,0.17600000000000002,0.645,0.204,2177,88,281,437,1,0.0,1.0,1.0,0,11,14,16
269535022,0.96,30.179000000000002,0.0,0.034,1.078,0.258,0.43200000000000005,0.068,1848,778,1999,0,3,0.0,0.0,1.0,0,14,117,16
270472440,0.981,9.116,0.0,0.054000000000000006,0.17800000000000002,0.057,0.865,0.369,2230,93,159,401,3,0.0,1.0,1.0,0,8,153,17
271032827,0.9890000000000001,27.579,0.0,0.0,0.083,0.066,0.5539999999999999,0.24,165,30,314,1,0,0.0,0.0,0.0,0,14,58,5
272876921,0.972,16.55,0.0,0.39899999999999997,0.29100000000000004,0.172,1.028,0.292,17681,937,1491,105,18,0.0,0.0,0.0,0,7,79,14
273686840,0.975,45.602,0.0,0.05,0.19399999999999998,0.17300000000000001,1.77,0.38,5845,611,745,547,9,1.0,1.0,0.0,0,8,132,14
274536794,0.972,817.9780000000001,0.0,0.033,0.172,0.136,0.721,0.39899999999999997,3144,93,239,461,1,0.0,1.0,1.0,0,7,121,14
278618602,0.978,20.113,0.0,0.052000000000000005,0.115,0.264,1.125,0.42700000000000005,2481,165,175,762,8,0.0,1.0,0.0,0,9,40,20
279139861,0.986,7.972,0.0,0.11699999999999999,0.018000000000000002,0.036000000000000004,0.33299999999999996,0.424,5544,260,522,124,1,0.0,1.0,0.0,0,12,101,2
279147035,0.985,2.11,0.0,0.026000000000000002,0.11,0.508,0.6409999999999999,0.332,556,237,358,38,3,0.0,0.0,0.0,0,15,54,17
279211405,0.96,2.211,0.0,0.444,0.218,0.23,0.659,0.302,660,757,263,34,22,0.0,1.0,0.0,0,7,159,18
279461605,0.9740000000000001,41.387,0.0,0.043,0.47,0.261,1.3119999999999998,0.17800000000000002,331,95,396,8,0,0.0,0.0,0.0,0,15,45,14
279557700,0.9590000000000001,36.248000000000005,0.0,0.023,0.315,0.054000000000000006,1.222,0.381,4633,158,413,59,4,1.0,0.0,0.0,0,9,126,15
279644158,0.976,,0.0,0.047,0.135,0.077,0.738,0.314,13511,1103,1999,1069,14,0.0,0.0,1.0,0,14,110,15
282738890,1.0,175.75,0.0,0.0,0.0,0.0,0.75,0.5,4,33,523,0,0,0.0,0.0,1.0,0,11,11,18
283521316,0.9840000000000001,64.116,0.0,0.005,0.034,0.131,0.311,0.235,1420,49,97,36,0,0.0,1.0,0.0,0,6,115,19
283906965,0.9690000000000001,0.561,0.0,0.016,0.33899999999999997,0.053,0.7440000000000001,0.5920000000000001,1277,190,275,11,2,1.0,1.0,0.0,0,9,18,17
284481700,0.982,459.586,0.0,0.028999999999999998,0.18600000000000003,0.337,0.938,0.348,2692,591,899,43,5,0.0,1.0,0.0,0,8,153,16
284657297,0.971,97.544,0.0,0.005,0.152,0.19899999999999998,0.544,0.207,2882,63,428,8,2,1.0,0.0,0.0,0,9,74,17
285724171,0.981,20.448,0.0,0.04,0.16899999999999998,0.033,0.341,0.47200000000000003,2500,90,137,504,1,0.0,1.0,0.0,0,7,3,6
286790717,0.97,22.215999999999998,0.0,0.013000000000000001,0.306,0.215,0.561,0.245,847,49,79,2,0,0.0,1.0,0.0,0,7,8,5
286798567,0.973,,0.0,0.033,0.13,0.049,0.655,0.22399999999999998,19978,866,1524,580,18,0.0,1.0,0.0,0,13,49,2
287557719,0.9840000000000001,42.507,0.0,0.07200000000000001,0.209,0.149,1.014,0.435,668,38,71,204,0,1.0,0.0,0.0,0,5,97,14
288148846,0.966,35.196999999999996,0.0,0.040999999999999995,0.196,0.183,0.8059999999999999,0.251,2388,122,342,83,1,0.0,0.0,1.0,0,10,156,6
288798453,0.976,116.195,0.0,0.0,0.221,0.18600000000000003,0.752,0.46,146,47,315,1,0,0.0,0.0,1.0,0,13,84,14
289859824,0.973,346.369,0.0,0.065,0.138,0.145,0.941,0.39799999999999996,4542,184,204,1686,2,0.0,1.0,1.0,0,11,86,16
290723075,0.978,7.202999999999999,0.0,0.18,0.061,0.095,0.9309999999999999,0.595,22679,560,661,381,7,0.0,1.0,0.0,0,14,147,22
290734286,0.981,19.895,0.0,0.016,0.039,0.111,0.948,0.655,6151,104,190,28,2,0.0,0.0,1.0,0,9,47,13
291290779,0.978,24.482,0.0,0.018000000000000002,0.34700000000000003,0.124,0.561,0.282,576,78,209,0,2,0.0,1.0,1.0,0,15,73,15
291314239,0.9840000000000001,90.695,0.0,0.012,0.146,0.049,0.805,0.585,129,8,78,1,0,0.0,0.0,1.0,0,10,21,11
291403211,0.973,10.87,0.0,0.102,0.20199999999999999,0.12,0.6890000000000001,0.518,8784,353,582,37,3,0.0,1.0,0.0,0,15,64,19
292565648,0.98,94.301,0.0,0.018000000000000002,0.21100000000000002,0.369,0.705,0.33799999999999997,2291,93,287,290,0,0.0,1.0,1.0,0,9,129,12
292577710,0.9620000000000001,312.259,0.0,0.0,0.39799999999999996,0.139,0.34299999999999997,0.12,145,17,72,1,0,0.0,0.0,0.0,0,9,145,13
292912980,0.975,44.156000000000006,0.0,0.034,0.287,0.043,0.667,0.24600000000000002,1029,207,414,0,3,1.0,1.0,0.0,0,6,26,6
293394867,0.9740000000000001,30.34,0.0,0.062,0.22899999999999998,0.28800000000000003,1.7280000000000002,0.373,16722,751,1953,1740,10,0.0,0.0,1.0,0,9,93,23
295168932,0.968,3.9760000000000004,0.0,0.043,0.242,0.205,0.36200000000000004,0.203,1406,319,1027,22,1,0.0,0.0,0.0,0,15,82,17
295578583,0.975,2.029,0.0,0.055,0.369,0.35100000000000003,0.621,0.18600000000000003,1346,174,69,3,10,1.0,1.0,0.0,0,8,85,16
295788103,0.978,3.307,0.0,0.10300000000000001,0.242,0.221,0.698,0.406,18528,852,1409,88,9,0.0,1.0,1.0,0,13,146,14
295961505,0.9790000000000001,3.005,0.0,0.049,0.209,0.204,0.9620000000000001,0.513,1166,82,92,511,0,0.0,0.0,0.0,0,13,120,16
296876973,0.983,343.583,0.0,0.02,0.304,0.513,0.555,0.16399999999999998,3266,384,1172,39,6,1.0,1.0,0.0,0,9,112,13
296999433,0.976,36.395,0.0,0.024,0.094,0.076,0.861,0.387,507,34,88,35,0,0.0,1.0,1.0,0,11,57,9
297012777,0.976,,0.0,0.047,0.034,0.042,0.682,0.39299999999999996,3190,105,42,354,0,0.0,1.0,0.0,0,8,67,12
298018338,0.9790000000000001,40.95,0.0,0.145,0.276,0.092,0.897,0.552,1019,143,213,160,0,1.0,0.0,0.0,0,12,140,13
298459779,0.977,27.988000000000003,0.0,0.09300000000000001,0.172,0.10400000000000001,0.609,0.48100000000000004,1401,203,441,275,2,0.0,1.0,0.0,0,11,130,17
298489056,0.9790000000000001,21.623,0.0,0.042,0.13,0.209,1.014,0.456,203,97,255,66,3,0.0,0.0,1.0,0,14,133,14
299837277,0.9790000000000001,2.285,0.0,0.08800000000000001,0.19399999999999998,0.375,0.5529999999999999,0.29100000000000004,3866,533,51,0,15,0.0,1.0,1.0,0,12,155,13
299837762,0.978,7.2410000000000005,0.0,0.17800000000000002,0.018000000000000002,0.055,0.616,0.319,669,284,362,69,2,0.0,0.0,1.0,0,12,47,13
300796010,0.97,1.1340000000000001,0.0,0.004,0.028999999999999998,0.004,0.647,0.5760000000000001,1128,396,1158,8,1,1.0,1.0,0.0,0,10,80,11
300838107,0.971,9.706,0.0,0.013999999999999999,0.013000000000000001,0.662,0.47200000000000003,0.252,986,43,101,13,1,0.0,1.0,1.0,0,8,145,19
301919327,0.983,4.121,0.0,0.20199999999999999,0.307,0.18600000000000003,1.089,0.485,5385,308,310,97,6,0.0,0.0,0.0,0,10,142,20
302114763,0.973,17.765,0.0,0.031,0.054000000000000006,0.16899999999999998,0.5870000000000001,0.402,638,139,176,1,2,0.0,1.0,1.0,0,14,125,18
305187907,0.977,22.99,0.0,0.138,0.07200000000000001,0.324,0.45399999999999996,0.292,4042,130,154,827,1,0.0,0.0,1.0,0,7,148,9
305386550,0.9840000000000001,1.298,0.0,0.01,0.125,0.5,0.308,0.163,124,26,55,4,0,0.0,1.0,0.0,0,8,37,19
305551682,0.98,430.186,0.0,0.036000000000000004,0.022000000000000002,0.106,1.492,0.6829999999999999,6532,181,237,70,1,0.0,0.0,1.0,0,11,113,73
305553835,0.961,5.382000000000001,0.0,0.039,0.526,0.013000000000000001,0.75,0.5660000000000001,108,13,28,2,0,0.0,1.0,0.0,0,12,158,19
307790129,0.981,466.029,0.0,0.002,0.353,0.41100000000000003,0.762,0.213,899,77,344,0,0,0.0,1.0,1.0,0,11,67,20
308151060,0.977,28.385,0.0,0.024,0.34,0.42100000000000004,1.187,0.342,1878,262,685,54,13,0.0,1.0,0.0,0,8,123,16
308672071,0.973,41.027,0.0,0.07200000000000001,0.21100000000000002,0.125,0.8009999999999999,0.327,8639,348,491,412,5,1.0,0.0,0.0,0,10,3,11
309800578,0.982,72.332,0.0,0.012,0.21,0.109,0.8290000000000001,0.284,842,77,200,3,0,0.0,1.0,1.0,0,14,5,16
310250028,0.98,68.351,0.0,0.092,0.102,0.087,0.9990000000000001,0.585,1911,112,137,86,0,0.0,1.0,0.0,0,14,146,11
310401703,0.9940000000000001,77.778,0.0,0.0,0.111,0.33299999999999996,1.111,0.33299999999999996,20,21,79,0,1,0.0,0.0,1.0,0,14,55,20
310496499,0.9670000000000001,278.32099999999997,0.0,0.027000000000000003,0.013000000000000001,0.311,0.34600000000000003,0.076,6652,383,1828,235,1,0.0,0.0,1.0,0,14,157,16
311394394,0.965,32.552,0.0,0.011000000000000001,0.485,0.297,0.775,0.1,1587,57,276,84,2,0.0,0.0,0.0,0,11,128,11
311505461,0.982,9.059,0.0,0.0,0.17600000000000002,0.47100000000000003,0.529,0.47100000000000003,24,71,259,5,18,0.0,0.0,0.0,0,13,152,13
314030119,0.977,80.594,0.0,0.013000000000000001,0.11599999999999999,0.16399999999999998,0.5,0.27,1766,95,255,4,4,0.0,1.0,1.0,0,12,22,5
314922007,0.9540000000000001,105.88,0.0,0.06,0.68,0.24,1.2,0.38,77,30,46,20,1,0.0,0.0,1.0,0,9,14,13
315436528,0.98,21.869,0.0,0.062,0.122,0.044000000000000004,0.551,0.266,3119,426,653,344,1,1.0,0.0,0.0,0,14,134,20
318661130,0.976,9.706,0.0,0.013999999999999999,0.154,0.212,1.004,0.475,2642,207,868,39,4,0.0,0.0,0.0,0,12,119,16
318949971,0.982,0.961,0.0,0.0,0.071,0.861,0.579,0.128,392,54,72,3,1,1.0,0.0,0.0,0,14,148,5
319054277,0.982,49.99100000000001,0.0,0.022000000000000002,0.095,0.24100000000000002,1.136,0.26899999999999996,1780,62,346,274,1,1.0,1.0,0.0,0,10,72,18
319091474,0.982,4.013999999999999,0.0,0.01,0.433,0.284,0.51,0.327,293,42,139,0,0,0.0,1.0,1.0,0,14,47,19
320669433,0.988,21.820999999999998,0.0,0.057,0.066,0.045,0.652,0.413,18611,295,49,1947,0,0.0,1.0,0.0,0,11,37,11
320880780,0.9790000000000001,21.789,0.0,0.011000000000000001,0.16899999999999998,0.64,0.951,0.027999999999999997,853,62,388,38,0,1.0,1.0,0.0,0,12,86,12
321266890,0.973,21.784000000000002,0.0,0.017,0.192,0.055999999999999994,0.5429999999999999,0.371,1843,262,323,98,4,0.0,1.0,1.0,0,7,76,5
321281383,0.975,701.372,0.0,0.10400000000000001,0.214,0.114,0.818,0.42100000000000004,2222,159,227,69,0,1.0,1.0,0.0,0,10,158,11
321425967,0.9790000000000001,6.707999999999999,0.0,0.122,0.154,0.35600000000000004,1.1640000000000001,0.335,1171,1158,550,12,18,0.0,1.0,0.0,0,15,87,16
322051701,0.976,28.574,0.0,0.003,0.015,0.049,0.97,0.708,367,40,202,0,0,0.0,1.0,1.0,0,15,133,16
322587980,0.972,76.615,0.0,0.008,0.139,0.098,0.877,0.574,178,40,248,24,0,0.0,1.0,0.0,0,12,22,13
323379897,0.977,18.179000000000002,0.0,0.057,0.054000000000000006,0.154,0.8270000000000001,0.488,2069,131,356,336,2,0.0,0.0,1.0,0,14,12,14
323809354,0.977,19.082,0.0,0.003,0.19,0.31,0.631,0.075,373,83,211,0,2,1.0,1.0,0.0,0,6,81,16
323937090,0.988,15.833,0.0,0.033,0.081,0.285,1.649,0.47,2368,78,272,40,1,1.0,1.0,0.0,0,8,75,14
324440293,0.966,,0.0,0.016,0.163,0.075,0.927,0.174,825,76,396,130,0,1.0,1.0,0.0,0,12,109,10
325551297,0.983,,0.0,0.019,0.049,0.716,0.735,0.043,173,12,41,2,0,1.0,0.0,0.0,0,10,119,16
326054560,0.9670000000000001,20.695999999999998,0.0,0.11199999999999999,0.445,0.109,0.737,0.336,530,138,429,53,0,0.0,1.0,0.0,0,10,97,6
327397233,0.985,53.684,0.0,0.006999999999999999,0.136,0.077,1.022,0.655,608,76,213,1,0,0.0,0.0,0.0,0,7,18,18
327510902,0.975,119.46,0.0,0.0,0.254,0.466,0.55,0.317,266,39,180,7,0,0.0,0.0,1.0,0,12,52,18
327840186,0.98,50.718999999999994,0.0,0.009000000000000001,0.34700000000000003,0.172,0.903,0.5329999999999999,457,70,92,26,0,1.0,1.0,0.0,0,11,92,16
327900613,0.961,2.7310000000000003,0.0,0.513,0.132,0.07,0.428,0.266,8910,111437,4071,2214,54,0.0,1.0,0.0,0,12,140,12
328706026,0.953,60.305,0.0,0.068,0.125,0.171,1.13,0.34299999999999997,8613,473,373,671,7,0.0,0.0,0.0,0,8,141,15
329008715,0.978,,0.0,0.0,0.159,0.136,0.955,0.295,58,29,114,52,0,1.0,0.0,0.0,0,13,23,15
329103684,0.9790000000000001,,0.0,0.023,0.10099999999999999,0.113,1.001,0.565,1133,106,242,99,0,0.0,1.0,0.0,0,15,28,16
330202919,0.9840000000000001,32.12,0.0,0.0,0.41,0.53,0.69,0.11,154,17,96,1,0,0.0,1.0,0.0,0,15,44,16
330327779,0.971,36.41,0.0,0.07,0.077,0.111,1.4140000000000001,0.727,1225,60,289,66,0,0.0,0.0,0.0,0,13,134,8
331312863,0.958,,0.0,0.047,0.18,0.304,0.664,0.201,998,328,1435,58,0,1.0,1.0,0.0,0,9,99,7
331875962,0.9740000000000001,162.33,0.0,0.004,0.132,0.354,0.789,0.07400000000000001,1280,88,613,19,0,0.0,1.0,0.0,0,15,41,16
332389973,0.98,155.966,0.0,0.025,0.28800000000000003,0.10400000000000001,1.016,0.48200000000000004,2391,332,351,27,0,0.0,1.0,0.0,0,14,144,14
332699729,0.983,62.411,0.0,0.006,0.36200000000000004,0.27,0.988,0.319,301,49,84,95,0,0.0,0.0,0.0,0,14,44,15
333960904,0.9840000000000001,643.688,0.0,0.028999999999999998,0.048,0.257,0.7070000000000001,0.19,2740,107,258,39,7,0.0,1.0,0.0,0,9,148,17
335208230,0.976,128.856,0.0,0.048,0.157,0.062,1.052,0.314,3098,59,165,587,0,0.0,0.0,1.0,0,12,79,17
335832794,0.976,9.005,0.0,0.055,0.541,0.18600000000000003,1.16,0.324,1167,177,323,12,1,0.0,1.0,0.0,0,8,28,7
335837698,0.983,70.09899999999999,0.0,0.006,0.684,0.725,0.76,0.028999999999999998,250,54,153,7,0,0.0,1.0,1.0,0,6,62,19
336406661,0.972,103.97399999999999,0.0,0.05,0.16399999999999998,0.314,1.3459999999999999,0.25,1681,148,232,6,0,1.0,0.0,0.0,0,6,90,3
337161930,0.983,6.718999999999999,0.0,0.013999999999999999,0.364,0.7959999999999999,1.008,0.092,3717,225,290,21,3,0.0,1.0,0.0,0,14,107,17
337321477,0.968,0.25,0.0,0.0,0.188,0.688,0.125,0.062,42,293,1527,0,6,0.0,0.0,0.0,0,12,52,14
338284756,0.961,67.829,0.0,0.0,0.25,0.23,1.145,0.151,199,31,121,1,0,0.0,0.0,0.0,0,11,36,15
339058002,0.985,,0.0,0.22699999999999998,0.11800000000000001,0.20800000000000002,0.9179999999999999,0.247,402,30,58,95,0,1.0,1.0,0.0,0,7,69,14
340346783,0.9840000000000001,12.664000000000001,0.0,0.223,0.057,0.031,1.0290000000000001,0.626,2453,333,678,1510,2,0.0,1.0,1.0,0,7,151,7
340364061,0.9840000000000001,51.61600000000001,0.0,0.021,0.11,0.035,0.243,0.121,6595,51,317,0,1,0.0,1.0,0.0,0,13,144,20
340396112,0.9840000000000001,22.298000000000002,0.0,0.0,0.11800000000000001,0.629,0.938,0.11199999999999999,219,263,1627,4,6,0.0,0.0,1.0,0,15,56,17
340951450,0.98,34.103,0.0,0.008,0.081,0.039,0.995,0.6679999999999999,991,55,100,9,0,0.0,1.0,1.0,0,8,152,18
341339579,0.9620000000000001,28.176,0.0,0.096,0.151,0.204,0.9229999999999999,0.245,2549,138,181,519,0,0.0,1.0,1.0,0,11,123,13
343307517,0.981,38.29,0.0,0.008,0.168,0.462,0.672,0.263,344,24,99,14,0,0.0,0.0,1.0,0,12,31,17
343473585,0.976,5.896,0.0,0.033,0.366,0.086,0.54,0.396,657,55,90,1,1,0.0,0.0,1.0,0,9,31,16
344525772,0.975,127.478,0.0,0.139,0.086,0.031,1.306,0.741,2464,124,186,645,2,1.0,0.0,0.0,0,15,148,16
346829273,0.977,2.707,0.0,0.017,0.011000000000000001,0.43799999999999994,0.445,0.34299999999999997,812,113,578,8,0,0.0,1.0,1.0,0,8,130,17
347274232,0.9840000000000001,11.164000000000001,0.0,0.027999999999999997,1.525,0.773,0.7909999999999999,0.054000000000000006,1142,176,494,3,1,0.0,0.0,0.0,0,12,101,12
348430064,0.983,16.346,0.0,0.0,0.013000000000000001,0.17600000000000002,0.6409999999999999,0.45399999999999996,399,21,80,1,0,0.0,0.0,0.0,0,12,91,18
348981732,0.983,30.141,0.0,0.0,0.391,0.7340000000000001,0.609,0.094,144,121,23,0,0,0.0,0.0,0.0,0,12,58,13
349204176,0.972,75.888,0.0,0.18600000000000003,0.092,0.11900000000000001,0.9670000000000001,0.18100000000000002,2437,1594,1994,363,10,0.0,0.0,0.0,0,9,29,8
349626625,0.972,,0.0,0.06,0.384,0.044000000000000004,1.367,0.6,6991,1001,614,2401,6,0.0,1.0,0.0,0,15,130,11
349929809,0.976,2.799,0.0,0.066,0.24600000000000002,0.019,0.981,0.614,1045,66,125,29,0,1.0,1.0,0.0,0,12,30,7
350160058,0.986,58.238,0.0,0.025,0.226,0.509,0.9,0.35100000000000003,862,237,237,41,4,0.0,1.0,1.0,0,11,55,7
350244854,0.976,853.0010000000001,0.0,0.044000000000000004,0.252,0.047,1.0290000000000001,0.465,1181,80,279,0,1,0.0,0.0,0.0,0,11,75,12
350791585,0.9840000000000001,18.174,0.0,0.012,0.18600000000000003,0.419,0.953,0.27899999999999997,106,27,192,7,0,0.0,1.0,0.0,0,6,23,17
351555225,0.972,20.484,0.0,0.076,0.177,0.255,1.207,0.36,17158,895,1012,157,11,0.0,0.0,1.0,0,15,156,19
353011489,0.9790000000000001,43.196999999999996,0.0,0.016,0.251,0.10099999999999999,0.762,0.348,2517,54,125,1,0,1.0,1.0,0.0,0,14,41,13
353768504,0.978,5.372999999999999,0.0,0.21,0.12300000000000001,0.051,0.813,0.489,11092,591,723,1318,4,1.0,1.0,0.0,0,13,156,13
354796858,0.975,8.311,0.0,0.054000000000000006,0.162,0.040999999999999995,0.635,0.514,92,24,118,4,0,1.0,0.0,0.0,0,13,23,18
354818247,0.9840000000000001,9.168,0.0,0.022000000000000002,0.04,0.763,0.294,0.049,635,28,77,46,0,1.0,0.0,0.0,0,14,139,8
355600495,0.975,4.488,0.0,0.013000000000000001,0.18100000000000002,0.514,0.272,0.195,2417,111,21,0,0,0.0,0.0,0.0,0,15,160,20
357129429,0.977,,0.0,0.012,0.22899999999999998,0.41100000000000003,0.685,0.1,1121,120,155,6,0,0.0,1.0,0.0,0,13,158,13
358733502,0.965,4.974,0.0,0.0,0.132,0.395,0.447,0.079,47,25,112,8,0,0.0,1.0,0.0,0,12,157,20
359926634,0.961,106.13600000000001,0.0,0.08199999999999999,0.174,0.071,0.281,0.042,1421,30,84,121,0,0.0,0.0,1.0,0,8,72,5
360547500,0.966,,0.0,0.013999999999999999,0.125,0.245,0.674,0.019,8021,1082,1225,142,0,0.0,1.0,1.0,0,9,108,8
361097511,0.973,24.182,0.0,0.11,0.344,0.098,1.327,0.42700000000000005,18427,797,925,2431,10,1.0,1.0,0.0,0,10,94,10
361746019,0.972,,0.0,0.0,0.14400000000000002,0.122,1.09,0.473,253,47,122,2,0,0.0,0.0,0.0,0,12,158,13
361784332,0.978,14.605,0.0,0.013000000000000001,0.099,0.17,0.888,0.38799999999999996,2032,184,632,14,0,0.0,1.0,1.0,0,8,105,17
362993719,0.987,2.6630000000000003,0.0,0.0,0.08800000000000001,0.218,0.912,0.124,231,102,203,1,1,1.0,1.0,0.0,0,11,73,16
363251033,0.978,72.449,0.0,0.079,0.259,0.16699999999999998,1.578,0.349,2177,178,648,186,0,1.0,1.0,0.0,0,11,85,16
363830865,0.976,61.038000000000004,0.0,0.319,0.048,0.036000000000000004,0.469,0.23199999999999998,2487,196,329,588,1,0.0,0.0,1.0,0,12,162,5
364111442,0.978,202.106,0.0,0.025,0.106,0.121,0.94,0.6729999999999999,248,85,401,5,0,0.0,0.0,0.0,0,14,101,16
364277230,0.9690000000000001,143.618,0.0,0.063,0.126,0.031,0.937,0.037000000000000005,262,71,110,5,0,0.0,0.0,0.0,0,12,68,13
364323869,0.9690000000000001,29.525,0.0,0.128,0.27399999999999997,0.109,0.7,0.43799999999999994,992,199,297,81,1,0.0,0.0,1.0,0,10,44,15
364776732,0.9840000000000001,75.48899999999999,0.0,0.02,0.203,0.413,1.073,0.415,460,99,341,15,0,0.0,1.0,0.0,0,9,147,13
364805437,0.982,63.854,0.0,0.035,0.14,0.192,1.0190000000000001,0.44,1049,67,162,18,2,0.0,0.0,0.0,0,14,33,14
364851614,0.9740000000000001,597.0169999999999,0.0,0.006999999999999999,0.37200000000000005,0.247,1.008,0.07,2130,124,643,43,0,0.0,0.0,1.0,0,13,91,9
365372541,0.982,62.32,0.0,0.063,0.111,0.048,0.932,0.562,3701,501,528,1348,2,0.0,1.0,0.0,0,9,161,11
