id,statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,geo_enabled,profile_background_tile,Bot,sn_length,desc_length,name_length
952055166,392,23,57,38,1,0.0,0.0,1.0,0,8,153,13
953315216,986,77,306,393,0,1.0,0.0,0.0,0,10,94,16
1187572176,191,13,68,1,0,1.0,0.0,0.0,0,5,98,13
1188730825,9,8,21,12,0,1.0,0.0,0.0,0,15,113,15
955497098,343,11,24,4,0,0.0,0.0,1.0,0,15,158,16
1189056510,15,17,92,0,0,1.0,0.0,0.0,0,10,74,14
955806343,294,179,284,5,0,0.0,0.0,0.0,0,14,109,15
1193292998,34,10,50,1,1,0.0,0.0,1.0,0,10,111,20
958530558,1102,189,164,3,1,0.0,0.0,0.0,0,15,17,18
961125284,96,37,135,29,0,0.0,0.0,1.0,0,9,121,15
962847698,242,10,63,36,0,1.0,0.0,0.0,0,9,21,5
1204191037,293,57,53,2,2,1.0,0.0,0.0,0,11,54,20
1204535834,244,18,40,112,0,0.0,0.0,1.0,0,12,40,20
964996225,2312,394,498,906,2,0.0,0.0,1.0,0,9,130,4
1205795042,3439,474,446,4696,2,0.0,0.0,0.0,0,14,149,4
1205923694,392,129,335,303,1,1.0,0.0,0.0,0,5,71,12
968446106,208,25,91,50,0,1.0,0.0,0.0,0,9,5,12
970505658,44,32,55,2,2,0.0,0.0,1.0,0,9,148,20
971576125,509,120,100,6,1,0.0,0.0,1.0,0,13,74,14
1216631100,10,16,124,0,0,1.0,1.0,0.0,0,12,57,19
1219155151,14,19,50,0,0,0.0,0.0,0.0,0,14,149,14
1219247983,10,8,42,0,0,0.0,0.0,1.0,0,9,49,20
1219743308,79,16,75,10,0,0.0,0.0,1.0,0,13,34,14
974171288,685,83,249,756,1,0.0,0.0,0.0,0,14,159,16
974190704,603,68,122,60,0,1.0,0.0,0.0,0,14,91,19
974558708,324,28,208,145,2,1.0,0.0,0.0,0,8,52,7
976068038,259,50,76,43,0,1.0,0.0,0.0,0,8,124,15
976844444,591,1061,1653,227,2,0.0,0.0,1.0,0,6,113,8
977265403,109,274,253,2,13,0.0,0.0,0.0,0,7,26,7
981556177,53,8,91,37,0,1.0,1.0,0.0,0,13,90,7
15350901,4728,625,580,27,25,0.0,0.0,0.0,0,9,106,19
407818010,1585,963,561,1823,0,0.0,1.0,1.0,0,12,160,7
422226730,25661,1245,1242,12720,23,0.0,1.0,1.0,0,10,68,7
425138781,6514,1289,885,443,14,0.0,0.0,0.0,0,11,158,23
120720544,15795,6403,5835,10365,28,0.0,0.0,1.0,0,15,153,19
187536784,12826,5109,63,1890,54,0.0,1.0,0.0,0,9,58,17
197602470,1365,258,342,3,8,0.0,0.0,1.0,0,7,88,15
207070244,49836,1382,1006,387,11,0.0,1.0,1.0,0,11,48,11
216522413,19172,4573,831,4845,77,0.0,1.0,1.0,0,10,163,18
259680844,194,46,107,6,2,1.0,1.0,0.0,0,11,126,11
301919327,5385,308,310,97,6,0.0,0.0,0.0,0,10,142,20
517625408,138,105,48,4,2,0.0,1.0,1.0,0,12,27,16
327900613,8910,111437,4071,2214,54,0.0,1.0,0.0,0,12,140,12
522582939,78338,2800,2406,27726,48,0.0,0.0,1.0,0,10,32,20
541037205,428,61,78,8,6,0.0,0.0,0.0,0,6,59,15
549083012,1166,354,279,40,2,0.0,0.0,0.0,0,11,160,12
558489220,17986,2404,305,9695,35,0.0,0.0,1.0,0,9,169,9
563022345,18600,1533,996,4875,17,0.0,0.0,0.0,0,6,150,17
604758810,1135,53,77,177,0,0.0,0.0,1.0,0,8,88,12
835342567,473,3951,4120,500,12,0.0,0.0,0.0,0,15,134,7
1092912044,532,212,242,0,0,0.0,0.0,1.0,0,15,16,14
1126202310,140,27,51,1,0,1.0,0.0,0.0,0,8,16,19
9011502,2423,842,38,0,49,0.0,0.0,1.0,0,11,75,12
52491055,12197,415,382,116,21,0.0,1.0,1.0,0,8,160,16
55532545,4375,521,487,27,2,0.0,1.0,0.0,0,8,151,5
16043064,36911,202,133,268,8,0.0,0.0,0.0,0,12,52,15
20308222,3329,232,182,261,3,1.0,0.0,0.0,0,7,54,9
33747826,70,11,16,0,1,0.0,1.0,0.0,0,12,29,13
45314390,1901,61,173,42,1,0.0,1.0,0.0,0,5,49,17
48665791,14835,373,874,451,1,0.0,1.0,1.0,0,14,161,14
52108988,10954,314,148,149,8,0.0,1.0,0.0,0,12,125,13
56697655,2146,76,156,39,1,0.0,1.0,0.0,0,7,41,9
83811813,4166,280,536,632,15,1.0,1.0,0.0,0,11,160,12
91866745,27096,1057,280,33,13,0.0,1.0,0.0,0,11,28,1
111628975,4625,121,256,129,1,0.0,0.0,1.0,0,7,11,14
114849265,10043,362,233,56,4,0.0,1.0,1.0,0,11,126,13
154588620,22534,715,792,141,2,0.0,1.0,1.0,0,8,159,18
162092995,951,47,123,38,1,1.0,1.0,0.0,0,15,158,17
168791182,3847,183,132,2345,0,0.0,0.0,1.0,0,7,146,11
177299735,22257,495,413,113,1,0.0,1.0,0.0,0,9,154,7
179588209,115,16,67,2,0,0.0,1.0,0.0,0,15,48,4
190383002,1291,310,341,15,0,0.0,0.0,0.0,0,13,78,12
197400952,266,21,50,32,0,1.0,1.0,0.0,0,9,117,19
217533156,1502,344,428,110,0,0.0,0.0,0.0,0,13,155,6
222579656,7654,154,198,1079,2,0.0,0.0,0.0,0,12,142,16
233959454,3074,445,618,501,11,0.0,0.0,1.0,0,9,127,13
248292381,23,6,30,4,0,0.0,0.0,1.0,0,15,5,14
252688673,5285,170,256,625,1,0.0,1.0,0.0,0,12,135,20
255559955,309,280,149,31,7,0.0,1.0,0.0,0,13,121,14
278618602,2481,165,175,762,8,0.0,1.0,0.0,0,9,40,20
295578583,1346,174,69,3,10,1.0,1.0,0.0,0,8,85,16
297012777,3190,105,42,354,0,0.0,1.0,0.0,0,8,67,12
305187907,4042,130,154,827,1,0.0,0.0,1.0,0,7,148,9
318949971,392,54,72,3,1,1.0,0.0,0.0,0,14,148,5
320669433,18611,295,49,1947,0,0.0,1.0,0.0,0,11,37,11
322051701,367,40,202,0,0,0.0,1.0,1.0,0,15,133,16
327840186,457,70,92,26,0,1.0,1.0,0.0,0,11,92,16
328706026,8613,473,373,671,7,0.0,0.0,0.0,0,8,141,15
333960904,2740,107,258,39,7,0.0,1.0,0.0,0,9,148,17
337321477,42,293,1527,0,6,0.0,0.0,0.0,0,12,52,14
372460791,42290,2194,1558,177,100,1.0,0.0,0.0,0,10,156,10
382247829,849,90,135,2,0,0.0,1.0,0.0,0,13,126,19
418633045,299,82,174,191,2,0.0,1.0,1.0,0,9,3,15
425241854,114,17,36,7,0,0.0,1.0,0.0,0,12,6,13
453285193,5035,153,221,55,4,0.0,0.0,0.0,0,8,161,10
469128515,664,51,38,38,0,0.0,1.0,0.0,0,11,22,12
490480487,865,371,300,236,0,0.0,0.0,1.0,0,11,72,9
514338061,524,42,40,0,0,0.0,0.0,0.0,0,15,89,20
521131145,492,57,83,470,0,0.0,1.0,0.0,0,15,47,9
529342153,160,13,23,0,0,1.0,1.0,0.0,0,11,81,16
546314660,4681,1206,1650,2235,1,0.0,1.0,1.0,0,13,144,18
604518391,25,15,44,7,0,0.0,0.0,0.0,0,11,102,13
630544784,27327,973,530,7862,3,0.0,1.0,1.0,0,11,99,9
755461062,42,18,18,6,0,0.0,0.0,0.0,0,12,9,4
755745950,1487,94,107,332,1,0.0,0.0,0.0,0,8,142,16
806660965,285,95,200,80,1,0.0,1.0,1.0,0,11,155,14
809654154,34,24,63,4,0,0.0,0.0,0.0,0,12,15,13
810793700,9139,1361,142,3906,10,0.0,0.0,0.0,0,8,20,9
903721722,69,37,66,31,0,0.0,1.0,1.0,0,8,37,5
922305175,423,2,20,0,0,0.0,0.0,0.0,0,15,38,17
925532102,597,4,20,0,0,1.0,0.0,0.0,0,15,70,16
929410398,59,21,19,13,0,1.0,0.0,0.0,0,9,18,13
961773920,17,6,11,0,0,0.0,0.0,0.0,0,11,50,11
1021876490,62,47,43,0,0,0.0,0.0,0.0,0,10,6,16
1096419414,10,4,0,0,0,1.0,0.0,0.0,0,15,41,18
1125217129,323,33,197,1,0,0.0,0.0,1.0,0,14,3,15
1127280169,49,208,124,14,2,1.0,0.0,0.0,0,7,155,16
1156344000,66,22,55,0,0,0.0,0.0,1.0,0,12,71,23
1169114810,4,0,4,3,0,1.0,0.0,0.0,0,14,63,13
1212975186,3,2,4,0,0,0.0,0.0,0.0,0,7,54,8
1213937306,2568,351,341,318,2,0.0,1.0,0.0,0,14,51,8
1120176186,22,11,257,0,0,1.0,0.0,0.0,1,13,132,14
1124249136,20,11,226,0,0,1.0,0.0,0.0,1,12,3,13
1124264132,19,13,281,0,0,1.0,0.0,0.0,1,13,56,14
1124293891,21,19,237,0,0,1.0,0.0,0.0,1,14,133,15
1124295318,22,20,262,0,0,1.0,0.0,0.0,1,13,3,13
1124301420,19,14,269,1,0,1.0,0.0,0.0,1,15,60,16
1124314592,22,13,242,0,0,1.0,0.0,0.0,1,13,64,14
1124348202,19,8,235,0,0,1.0,0.0,0.0,1,12,51,13
1124360551,23,13,265,0,0,1.0,0.0,0.0,1,12,154,11
1124407771,26,9,257,0,0,1.0,0.0,0.0,1,11,3,11
1124447899,32,10,259,0,0,1.0,0.0,0.0,1,12,53,12
1124453858,20,7,227,0,0,1.0,0.0,0.0,1,14,3,14
1124459342,23,14,259,0,0,1.0,0.0,0.0,1,15,154,15
1124512352,20,13,228,0,0,1.0,0.0,0.0,1,11,3,12
1124542038,27,16,282,0,0,1.0,0.0,0.0,1,14,90,15
1124550980,19,6,218,0,0,1.0,0.0,0.0,1,9,3,10
1124613985,24,14,259,0,0,1.0,0.0,0.0,1,15,71,14
1124616192,21,12,258,0,0,1.0,0.0,0.0,1,15,113,17
1124632188,16,5,230,0,0,1.0,0.0,0.0,1,15,43,14
1124643068,23,5,225,0,0,1.0,0.0,0.0,1,10,2,9
1124711090,25,12,245,0,0,1.0,0.0,0.0,1,11,127,12
1124739583,27,6,256,0,0,1.0,0.0,0.0,1,14,99,15
1124770110,28,13,241,0,0,1.0,0.0,0.0,1,12,133,11
1124788411,22,10,236,0,0,1.0,0.0,0.0,1,10,48,11
1124807293,26,18,266,0,0,1.0,0.0,0.0,1,15,76,19
1125327924,21,13,217,0,0,1.0,0.0,0.0,1,13,3,14
1125357410,25,11,261,0,0,1.0,0.0,0.0,1,11,87,11
1125395220,22,16,249,0,0,1.0,0.0,0.0,1,12,62,13
1125604190,19,6,262,0,0,1.0,0.0,0.0,1,12,3,13
1125863318,20,12,236,0,0,1.0,0.0,0.0,1,12,142,12
1125890246,19,10,239,0,0,1.0,0.0,0.0,1,13,144,13
1125962952,19,10,238,0,0,1.0,0.0,0.0,1,14,11,13
1125979442,21,7,268,0,0,1.0,0.0,0.0,1,12,152,13
1126034406,20,11,256,0,0,1.0,0.0,0.0,1,11,79,12
1126057680,21,8,242,0,0,1.0,0.0,0.0,1,14,3,13
1126097768,26,12,258,0,0,1.0,0.0,0.0,1,14,125,13
1126130328,27,14,261,0,0,1.0,0.0,0.0,1,13,150,13
1126192496,18,14,246,0,0,1.0,0.0,0.0,1,11,127,12
1126249350,15,10,238,0,0,1.0,0.0,0.0,1,14,3,15
1126399904,24,11,228,0,0,1.0,0.0,0.0,1,13,145,14
1126405698,18,14,246,0,0,1.0,0.0,0.0,1,11,78,11
1126439455,24,9,259,0,0,1.0,0.0,0.0,1,15,3,17
1126623571,25,11,242,0,0,1.0,0.0,0.0,1,14,61,14
1126840332,15,9,195,0,0,1.0,0.0,0.0,1,12,157,12
1126853088,20,11,244,0,0,1.0,0.0,0.0,1,14,101,14
1126864016,24,15,244,0,0,1.0,0.0,0.0,1,13,3,13
1126883186,26,19,250,2,0,1.0,0.0,0.0,1,15,144,18
1126886184,21,9,255,0,0,1.0,0.0,0.0,1,15,3,17
1126890631,19,13,220,0,0,1.0,0.0,0.0,1,10,158,11
1126890798,24,8,251,0,0,1.0,0.0,0.0,1,14,23,15
1126916953,17,11,246,0,0,1.0,0.0,0.0,1,6,153,6
1126921074,20,11,236,0,0,1.0,0.0,0.0,1,15,9,17
1126944366,15,11,236,0,0,1.0,0.0,0.0,1,15,3,16
1126950427,21,14,253,0,0,1.0,0.0,0.0,1,12,108,12
1126958802,24,13,270,0,0,1.0,0.0,0.0,1,12,154,13
1126962823,20,13,238,0,0,1.0,0.0,0.0,1,13,3,12
1126969171,26,21,294,0,0,1.0,0.0,0.0,1,13,4,14
1126978626,24,12,260,0,0,1.0,0.0,0.0,1,15,98,15
1126989775,26,6,263,0,0,1.0,0.0,0.0,1,15,16,16
1127005453,17,7,242,0,0,1.0,0.0,0.0,1,13,23,14
1127010846,22,15,260,0,0,1.0,0.0,0.0,1,13,125,13
1127012520,20,13,239,0,0,1.0,0.0,0.0,1,15,3,15
1127013050,19,18,255,0,0,1.0,0.0,0.0,1,15,7,16
1127015257,22,16,242,0,0,1.0,0.0,0.0,1,12,29,12
1127023860,20,14,263,0,0,1.0,0.0,0.0,1,13,163,12
1127025932,23,10,244,0,0,1.0,0.0,0.0,1,11,126,11
1127026316,22,12,226,0,0,1.0,0.0,0.0,1,15,45,16
1127029874,20,9,221,0,0,1.0,0.0,0.0,1,12,152,12
1127034602,22,16,248,0,0,1.0,0.0,0.0,1,11,136,11
1127036438,30,14,249,2,0,1.0,0.0,0.0,1,13,111,13
1127042088,20,15,244,0,0,1.0,0.0,0.0,1,13,89,13
1127056663,23,10,230,0,0,1.0,0.0,0.0,1,15,66,18
1127059790,25,14,246,0,0,1.0,0.0,0.0,1,15,111,16
1127064612,23,9,222,0,0,1.0,0.0,0.0,1,12,63,11
1127064944,24,11,245,0,0,1.0,0.0,0.0,1,12,92,13
1127066796,24,11,257,0,0,1.0,0.0,0.0,1,11,26,12
1127067181,23,16,254,0,0,1.0,0.0,0.0,1,12,158,12
1127077592,22,8,242,0,0,1.0,0.0,0.0,1,14,146,14
1127080364,18,14,258,0,0,1.0,0.0,0.0,1,12,44,12
1127081611,27,11,233,0,0,1.0,0.0,0.0,1,13,156,14
1127094674,23,13,251,0,0,1.0,0.0,0.0,1,10,9,10
1127105233,16,13,240,0,0,1.0,0.0,0.0,1,15,81,14
1127105250,16,11,266,0,0,1.0,0.0,0.0,1,12,97,12
1127105509,29,13,246,0,0,1.0,0.0,0.0,1,10,3,11
1127114233,24,12,230,0,0,1.0,0.0,0.0,1,12,49,12
1127132214,19,16,247,0,0,1.0,0.0,0.0,1,12,30,13
1127137806,24,12,233,0,0,1.0,0.0,0.0,1,13,38,13
1127139246,24,10,262,0,0,1.0,0.0,0.0,1,11,158,11
1127150011,20,14,220,0,0,1.0,0.0,0.0,1,11,143,12
1127151044,16,10,224,0,0,1.0,0.0,0.0,1,9,131,10
1127159532,26,16,277,0,0,1.0,0.0,0.0,1,12,155,12
1127165334,27,19,248,0,0,1.0,0.0,0.0,1,15,3,17
1127165706,16,14,236,0,0,1.0,0.0,0.0,1,10,134,10
1127167910,16,11,260,0,0,1.0,0.0,0.0,1,15,41,13
1127173856,13,15,228,0,0,1.0,0.0,0.0,1,11,15,11
1127177594,22,10,247,0,0,1.0,0.0,0.0,1,11,127,12
1127183491,25,12,260,0,0,1.0,0.0,0.0,1,13,32,14
1127186004,21,12,249,0,0,1.0,0.0,0.0,1,10,145,10
1127193253,18,5,232,0,0,1.0,0.0,0.0,1,11,29,11
1127205985,18,15,258,0,0,1.0,0.0,0.0,1,14,10,14
1127216318,20,15,223,0,0,1.0,0.0,0.0,1,15,158,17
1127218854,26,12,253,0,0,1.0,0.0,0.0,1,15,36,15
1127237954,23,10,268,0,0,1.0,0.0,0.0,1,11,76,12
1127238390,0,0,0,0,0,1.0,0.0,0.0,1,13,158,12
1127241931,27,13,215,0,0,1.0,0.0,0.0,1,12,15,13
1127260807,19,11,269,1,0,1.0,0.0,0.0,1,13,154,14
1127260830,18,13,260,0,0,1.0,0.0,0.0,1,15,75,16
1127286650,16,7,239,0,0,1.0,0.0,0.0,1,14,159,15
1127292505,22,17,234,0,0,1.0,0.0,0.0,1,13,94,13
1127295116,26,10,267,0,0,1.0,0.0,0.0,1,13,146,13
1127297354,26,11,262,0,0,1.0,0.0,0.0,1,12,143,12
1127302868,23,13,280,0,0,1.0,0.0,0.0,1,14,93,14
1127303257,21,12,249,0,0,1.0,0.0,0.0,1,14,161,14
1127305652,24,8,236,0,0,1.0,0.0,0.0,1,9,3,9
1127314142,20,12,246,0,0,1.0,0.0,0.0,1,12,158,12
1127315730,16,6,240,0,0,1.0,0.0,0.0,1,11,47,10
1127321995,27,7,244,0,0,1.0,0.0,0.0,1,14,156,14
1127324448,18,8,232,0,0,1.0,0.0,0.0,1,15,154,17
1127332626,24,15,217,0,0,1.0,0.0,0.0,1,12,7,12
1127347267,19,10,253,0,0,1.0,0.0,0.0,1,11,126,11
1127356506,24,19,245,0,0,1.0,0.0,0.0,1,14,3,14
1127371730,17,12,256,0,0,1.0,0.0,0.0,1,15,76,16
1127373948,22,13,263,0,0,1.0,0.0,0.0,1,10,3,11
1127389794,21,14,239,1,0,1.0,0.0,0.0,1,15,35,17
1127391530,21,8,251,0,0,1.0,0.0,0.0,1,13,3,13
1127400348,19,8,211,0,0,1.0,0.0,0.0,1,13,134,14
1127411401,20,16,267,0,0,1.0,0.0,0.0,1,14,3,14
1127412650,24,18,243,0,0,1.0,0.0,0.0,1,12,125,12
1127420304,21,12,231,2,0,1.0,0.0,0.0,1,13,151,13
1127433188,19,8,207,0,0,1.0,0.0,0.0,1,12,34,13
1127455501,20,10,231,0,0,1.0,0.0,0.0,1,14,3,13
1127457121,17,22,279,0,0,1.0,0.0,0.0,1,13,30,14
1127465958,28,4,225,0,0,1.0,0.0,0.0,1,14,129,14
1127478085,23,17,240,0,0,1.0,0.0,0.0,1,14,75,15
1127478864,19,14,233,0,0,1.0,0.0,0.0,1,15,134,15
1127484458,25,8,258,0,0,1.0,0.0,0.0,1,15,3,15
1127492659,19,10,228,0,0,1.0,0.0,0.0,1,8,11,9
1127500874,22,16,263,1,0,1.0,0.0,0.0,1,15,144,18
1127510060,17,15,258,0,0,1.0,0.0,0.0,1,11,98,11
1127515314,21,15,249,1,0,1.0,0.0,0.0,1,11,3,11
1127536843,26,10,246,0,0,1.0,0.0,0.0,1,14,93,15
1127547493,23,13,220,0,0,1.0,0.0,0.0,1,15,80,17
1127575758,30,15,267,0,0,1.0,0.0,0.0,1,15,3,18
1127578410,21,9,278,0,0,1.0,0.0,0.0,1,12,3,13
1127581338,31,13,255,0,0,1.0,0.0,0.0,1,12,25,11
1127582702,24,12,254,0,0,1.0,0.0,0.0,1,12,3,13
1127585838,22,8,238,1,0,1.0,0.0,0.0,1,10,143,10
1127587958,19,13,246,0,0,1.0,0.0,0.0,1,13,103,12
1127590879,18,15,244,0,0,1.0,0.0,0.0,1,14,3,14
1127622661,22,11,236,0,0,1.0,0.0,0.0,1,14,46,15
1127632998,28,8,268,1,0,1.0,0.0,0.0,1,12,77,13
1127645011,32,9,271,0,0,1.0,0.0,0.0,1,12,116,12
1127646002,22,11,239,1,0,1.0,0.0,0.0,1,14,3,13
1127680646,20,9,241,0,0,1.0,0.0,0.0,1,11,3,11
1127687125,16,14,249,0,0,1.0,0.0,0.0,1,11,25,11
1127688234,16,16,228,1,0,1.0,0.0,0.0,1,15,43,16
1127708762,17,10,251,0,0,1.0,0.0,0.0,1,8,157,9
1127733422,28,11,274,0,0,1.0,0.0,0.0,1,15,36,15
1127751793,24,9,247,0,0,1.0,0.0,0.0,1,10,3,10
1127757781,29,13,261,0,0,1.0,0.0,0.0,1,13,32,13
1127769554,17,11,224,0,0,1.0,0.0,0.0,1,11,34,11
1127771377,18,10,222,0,0,1.0,0.0,0.0,1,15,11,15
1127772014,23,12,246,0,0,1.0,0.0,0.0,1,13,154,14
1127772061,23,7,223,0,0,1.0,0.0,0.0,1,12,60,12
1127789000,17,10,249,0,0,1.0,0.0,0.0,1,14,16,14
1127809698,22,12,231,0,0,1.0,0.0,0.0,1,15,154,16
1127816366,24,13,229,0,0,1.0,0.0,0.0,1,14,101,14
1127822533,17,9,247,0,0,1.0,0.0,0.0,1,14,16,15
1127827542,22,14,276,0,0,1.0,0.0,0.0,1,13,3,13
1127828666,18,8,237,0,0,1.0,0.0,0.0,1,10,17,10
1127833051,19,10,223,0,0,1.0,0.0,0.0,1,9,72,10
1127833470,24,14,274,0,0,1.0,0.0,0.0,1,15,6,15
1127838836,21,13,225,0,0,1.0,0.0,0.0,1,12,3,12
1127839795,16,11,202,0,0,1.0,0.0,0.0,1,12,158,11
1127841853,21,12,251,0,0,1.0,0.0,0.0,1,14,191,14
1127844894,22,16,249,0,0,1.0,0.0,0.0,1,13,49,14
1127846953,25,13,263,0,0,1.0,0.0,0.0,1,12,129,12
1127847366,19,11,232,0,0,1.0,0.0,0.0,1,14,30,15
1127849112,26,10,209,0,0,1.0,0.0,0.0,1,15,22,16
1127880368,18,11,238,0,0,1.0,0.0,0.0,1,11,152,10
1127891892,20,9,212,0,0,1.0,0.0,0.0,1,9,117,9
1127892150,26,13,260,1,0,1.0,0.0,0.0,1,13,133,13
1127894718,17,7,248,0,0,1.0,0.0,0.0,1,9,159,10
1127910840,35,8,262,0,0,1.0,0.0,0.0,1,14,3,14
1127911933,21,10,224,0,0,1.0,0.0,0.0,1,15,3,15
1127914004,21,12,252,0,0,1.0,0.0,0.0,1,14,3,14
1127928967,21,14,226,0,0,1.0,0.0,0.0,1,12,109,12
1127942606,22,15,239,0,0,1.0,0.0,0.0,1,11,66,11
1127946307,23,11,256,0,0,1.0,0.0,0.0,1,10,46,11
1127948335,24,3,269,0,0,1.0,0.0,0.0,1,13,56,13
1127956224,24,11,265,0,0,1.0,0.0,0.0,1,12,48,13
1127963340,17,9,202,0,0,1.0,0.0,0.0,1,9,3,9
1127990198,17,5,268,0,0,1.0,0.0,0.0,1,15,24,16
1127992975,23,5,245,1,0,1.0,0.0,0.0,1,14,94,14
1128007729,21,20,240,0,0,1.0,0.0,0.0,1,14,93,15
1128012338,17,13,241,0,0,1.0,0.0,0.0,1,15,3,15
1128062406,23,12,264,0,0,1.0,0.0,0.0,1,12,24,12
1128096152,16,7,217,0,0,1.0,0.0,0.0,1,10,22,11
1128100808,20,12,240,0,0,1.0,0.0,0.0,1,12,72,13
1128144613,22,16,222,0,0,1.0,0.0,0.0,1,10,3,10
1128183726,13,13,231,0,0,1.0,0.0,0.0,1,11,3,12
1128187680,18,18,225,0,0,1.0,0.0,0.0,1,14,86,15
1128223321,25,10,248,0,0,1.0,0.0,0.0,1,10,96,11
1128246662,21,7,246,0,0,1.0,0.0,0.0,1,12,3,12
1128246877,21,10,255,0,0,1.0,0.0,0.0,1,13,135,13
1128250548,24,10,201,0,0,1.0,0.0,0.0,1,15,57,15
1128251834,24,15,263,0,0,1.0,0.0,0.0,1,15,88,18
1128254628,20,12,265,0,0,1.0,0.0,0.0,1,13,144,14
1128259464,18,23,245,0,0,1.0,0.0,0.0,1,15,34,15
1128263910,25,13,256,0,0,1.0,0.0,0.0,1,15,119,19
1128269808,19,7,213,0,0,1.0,0.0,0.0,1,15,127,15
1128284804,20,13,255,0,0,1.0,0.0,0.0,1,12,3,13
1128300438,16,9,238,1,0,1.0,0.0,0.0,1,11,141,12
1128302586,23,10,263,0,0,1.0,0.0,0.0,1,9,19,10
1128304272,32,16,239,0,0,1.0,0.0,0.0,1,15,35,17
1128315416,20,3,229,0,0,1.0,0.0,0.0,1,15,35,15
1128338522,26,16,244,0,0,1.0,0.0,0.0,1,15,147,19
1128339972,20,10,253,0,0,1.0,0.0,0.0,1,13,71,13
1128353106,16,9,221,0,0,1.0,0.0,0.0,1,14,23,14
1128355266,20,8,241,0,0,1.0,0.0,0.0,1,14,11,14
1128356431,20,11,246,0,0,1.0,0.0,0.0,1,13,67,13
1128358752,25,14,260,0,0,1.0,0.0,0.0,1,12,122,11
1128360218,26,12,239,0,0,1.0,0.0,0.0,1,15,154,14
1128361064,21,11,234,0,0,1.0,0.0,0.0,1,10,88,10
1128363565,25,15,221,0,0,1.0,0.0,0.0,1,15,3,14
1128379118,14,21,214,0,0,1.0,0.0,0.0,1,12,127,13
1128394315,16,10,211,0,0,1.0,0.0,0.0,1,11,104,12
1128398388,22,13,242,0,0,1.0,0.0,0.0,1,15,97,15
1128398868,21,14,256,0,0,1.0,0.0,0.0,1,14,85,14
1128403068,20,12,228,0,0,1.0,0.0,0.0,1,10,110,10
1128408271,21,12,224,0,0,1.0,0.0,0.0,1,15,118,15
1128419868,24,8,261,0,0,1.0,0.0,0.0,1,15,153,15
1128426180,28,13,240,0,0,1.0,0.0,0.0,1,12,16,12
1128442424,23,13,266,0,0,1.0,0.0,0.0,1,10,161,10
1128458438,22,15,248,0,0,1.0,0.0,0.0,1,13,138,14
1128470257,24,9,265,0,0,1.0,0.0,0.0,1,13,61,13
1128478110,30,24,241,0,0,1.0,0.0,0.0,1,9,158,9
1128486390,26,8,281,0,0,1.0,0.0,0.0,1,13,49,14
1128487490,30,12,245,0,0,1.0,0.0,0.0,1,12,3,13
1128493195,22,10,228,0,0,1.0,0.0,0.0,1,13,77,13
1128511538,17,11,236,0,0,1.0,0.0,0.0,1,12,154,13
1128517003,25,14,255,0,0,1.0,0.0,0.0,1,15,143,14
1128518971,17,15,220,0,0,1.0,0.0,0.0,1,13,3,13
1128530372,17,8,231,0,0,1.0,0.0,0.0,1,9,3,10
1128530996,21,7,252,0,0,1.0,0.0,0.0,1,14,3,14
1128546150,22,17,242,0,0,1.0,0.0,0.0,1,9,19,9
1128581702,25,12,265,0,0,1.0,0.0,0.0,1,15,2,16
1128584436,24,5,244,0,0,1.0,0.0,0.0,1,14,3,14
1128588481,26,14,239,0,0,1.0,0.0,0.0,1,11,88,12
1128629346,21,9,225,0,0,1.0,0.0,0.0,1,15,69,18
1128635107,0,0,0,0,0,1.0,0.0,0.0,1,14,3,14
1128650161,23,7,228,0,0,1.0,0.0,0.0,1,15,133,16
1128666674,12,11,238,0,0,1.0,0.0,0.0,1,15,93,13
1128680906,21,14,273,0,0,1.0,0.0,0.0,1,10,81,10
1128697718,17,11,259,0,0,1.0,0.0,0.0,1,14,25,14
1128706746,20,16,242,1,0,1.0,0.0,0.0,1,15,163,15
1128718424,12,12,256,0,0,1.0,0.0,0.0,1,12,11,12
1128728185,25,10,243,0,0,1.0,0.0,0.0,1,14,143,15
1128764245,17,13,240,0,0,1.0,0.0,0.0,1,12,93,12
1128816360,19,19,247,1,0,1.0,0.0,0.0,1,15,45,14
1128822200,16,17,200,1,0,1.0,0.0,0.0,1,15,157,16
1128835686,26,11,290,0,0,1.0,0.0,0.0,1,15,3,17
1128838741,19,8,229,1,0,1.0,0.0,0.0,1,12,2,12
1128888824,24,14,235,0,0,1.0,0.0,0.0,1,15,25,15
1128898598,17,15,252,0,0,1.0,0.0,0.0,1,10,146,10
1128909049,24,13,269,1,0,1.0,0.0,0.0,1,10,38,10
1128950598,20,15,253,0,0,1.0,0.0,0.0,1,12,133,12
1128958266,20,13,240,0,0,1.0,0.0,0.0,1,15,78,18
1129012411,26,13,234,0,0,1.0,0.0,0.0,1,13,86,12
1129016887,21,9,265,0,0,1.0,0.0,0.0,1,13,157,13
1129016958,23,11,271,0,0,1.0,0.0,0.0,1,13,66,13
1129032277,18,9,225,0,0,1.0,0.0,0.0,1,13,3,13
1129034947,19,15,222,0,0,1.0,0.0,0.0,1,12,3,13
1129036489,18,13,257,0,0,1.0,0.0,0.0,1,12,158,12
1129040058,27,14,283,0,0,1.0,0.0,0.0,1,15,2,15
1129076226,22,12,254,0,0,1.0,0.0,0.0,1,13,110,14
1129089662,20,8,268,0,0,1.0,0.0,0.0,1,10,117,10
