id,avg_friends_listed_count,avg_friends_default_profile,avg_friends_geo_enabled,avg_friends_profile_background_tile,friend_Bot_rate,avg_friends_sn_length,avg_friends_desc_length,avg_friends_name_length,ff_ratio,statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,geo_enabled,profile_background_tile,Bot,sn_length,desc_length,name_length
107990833,184.0,0.2,0.8,0.2,0.0,11.8,42.6,14.6,64.00621118012423,3461,239,348,458,4,0.0,0.0,0.0,0,10,64,10
110273768,34.039,0.098,0.451,0.353,0.0,10.373,86.78399999999999,11.863,78.00440528634361,30909,2818,3032,1981,87,0.0,1.0,0.0,0,7,152,17
113746083,84.0,0.0,0.5,0.33299999999999996,0.0,9.333,88.583,12.667,208.00280898876406,14246,932,781,4047,30,0.0,1.0,0.0,0,14,158,16
115955798,52.318000000000005,0.22699999999999998,0.364,0.5,0.0,11.182,96.318,13.5,95.00295857988165,15131,2107,1898,1170,28,0.0,0.0,0.0,0,7,157,7
120720544,45.5,0.25,0.4,0.4,0.0,10.55,81.15,14.05,162.0018315018315,15795,6403,5835,10365,28,0.0,0.0,1.0,0,15,153,19
133447001,68.09100000000001,0.182,0.455,0.364,0.0,10.818,98.90899999999999,14.182,97.00595238095238,883,1047,1516,7,10,0.0,0.0,1.0,0,13,58,12
135441917,384.0,0.0,1.0,0.0,0.0,9.0,79.5,16.5,43.00363636363636,5369,300,102,28,3,1.0,1.0,0.0,0,15,113,14
142335653,187.0,0.2,0.6,0.2,0.0,8.8,67.6,12.6,65.00381679389314,6475,438,938,983,3,0.0,0.0,0.0,0,7,52,7
151590831,164.6,0.0,0.8,0.4,0.0,9.0,115.0,15.2,564.0012919896641,3907,315,460,31,5,0.0,1.0,0.0,0,8,50,3
163932767,405.0,0.0,0.5,0.0,0.0,10.0,63.5,17.0,96.00719424460432,6812,163,445,253,2,0.0,1.0,0.0,0,13,125,16
168761446,80.833,0.16699999999999998,0.41700000000000004,0.33299999999999996,0.0,10.083,99.917,13.917,129.0030864197531,2917,395,700,12,8,0.0,0.0,0.0,0,8,59,6
170384943,94.6,0.1,0.6,0.5,0.0,9.5,90.9,11.9,121.002331002331,5299,1218,554,13,18,0.0,1.0,0.0,0,9,160,6
173164569,88.69200000000001,0.077,0.385,0.385,0.0,10.308,101.385,14.385,180.0005,4428,1228,970,934,4,0.0,0.0,0.0,0,15,53,10
181191549,322.0,0.33299999999999996,0.667,0.33299999999999996,0.0,8.333,44.333,16.333,1773.0005646527386,280,117,184,4,1,0.0,0.0,1.0,0,6,157,18
183148817,58.458,0.16699999999999998,0.5,0.125,0.0,11.125,97.208,13.417,253.00149925037482,32448,1330,1609,834,23,1.0,1.0,0.0,0,15,133,13
183201799,366.5,0.0,1.0,0.5,0.0,7.5,40.5,17.5,517.0022573363431,4392,418,1020,6,1,0.0,0.0,1.0,0,9,107,17
184812764,174.333,0.33299999999999996,0.5,0.33299999999999996,0.0,9.0,63.5,13.333,57.006410256410255,6554,411,560,637,10,0.0,1.0,1.0,0,14,57,14
197602470,385.0,0.0,1.0,0.0,0.0,9.0,109.0,16.0,103.00255102040816,1365,258,342,3,8,0.0,0.0,1.0,0,7,88,15
202555952,91.583,0.083,0.33299999999999996,0.41700000000000004,0.0,11.167,86.833,15.167,22.015873015873016,18860,1377,693,646,50,0.0,1.0,0.0,0,15,160,15
206615715,106.875,0.125,0.25,0.625,0.0,9.75,68.625,10.625,190.0035335689046,5311,1249,886,296,37,0.0,0.0,0.0,0,11,76,18
210459173,60.611000000000004,0.222,0.444,0.278,0.0,10.277999999999999,112.0,12.389000000000001,239.00632911392404,19620,1084,899,38,26,0.0,1.0,1.0,0,10,47,2
215216086,20.435,0.217,0.36200000000000004,0.319,0.0,11.058,91.63799999999999,12.725,370.0050505050505,1200,4878,5335,2899,13,1.0,0.0,0.0,0,9,61,15
221173559,121.5,0.5,0.667,0.33299999999999996,0.0,10.167,73.333,16.0,244.0013140604468,1580,834,993,53,2,0.0,0.0,0.0,0,13,123,12
232560751,85.167,0.0,0.611,0.5,0.0,11.333,74.944,14.110999999999999,85.00166389351081,10677,2436,1978,1204,10,0.0,1.0,1.0,0,13,55,5
256598881,173.8,0.0,0.4,0.0,0.0,9.0,91.0,12.2,576.0011627906977,741,311,904,62,3,0.0,0.0,1.0,0,8,160,14
259934562,730.0,0.0,0.5,0.0,0.0,7.5,57.5,18.0,13891.000078290142,1148,141,599,20,2,0.0,1.0,1.0,0,11,149,12
262100774,151.857,0.14300000000000002,0.28600000000000003,0.14300000000000002,0.0,10.429,84.0,14.142999999999999,589.0011520737327,15238,516,801,30,3,0.0,1.0,0.0,0,14,157,17
269535022,118.429,0.14300000000000002,0.28600000000000003,0.429,0.0,11.571,137.857,14.429,18.012820512820515,1848,778,1999,0,3,0.0,0.0,1.0,0,14,117,16
272876921,86.667,0.19,0.429,0.381,0.0,10.524000000000001,114.095,12.81,215.0031847133758,17681,937,1491,105,18,0.0,0.0,0.0,0,7,79,14
291403211,163.667,0.0,0.5,0.0,0.0,10.833,74.0,13.0,282.00246913580247,8784,353,582,37,3,0.0,1.0,0.0,0,15,64,19
295788103,74.167,0.16699999999999998,0.667,0.389,0.0,11.167,103.667,13.444,21.010526315789473,18528,852,1409,88,9,0.0,1.0,1.0,0,13,146,14
308672071,122.333,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.0,10.0,88.833,14.0,55.01,8639,348,491,412,5,1.0,0.0,0.0,0,10,3,11
315436528,242.0,0.0,1.0,0.33299999999999996,0.0,9.0,81.667,20.333,112.00462962962963,3119,426,653,344,1,1.0,0.0,0.0,0,14,134,20
321266890,166.71400000000003,0.0,0.7140000000000001,0.28600000000000003,0.0,9.429,116.0,13.286,636.003125,1843,262,323,98,4,0.0,1.0,1.0,0,7,76,5
327900613,46.842,0.158,0.632,0.632,0.0,9.895,104.211,14.421,555.0005396654075,8910,111437,4071,2214,54,0.0,1.0,0.0,0,12,140,12
331312863,320.2,0.0,0.4,0.2,0.0,10.4,38.4,15.6,470.00050301810865,998,328,1435,58,0,1.0,1.0,0.0,0,9,99,7
337161930,242.667,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.0,12.0,101.0,17.333,154.00324675324674,3717,225,290,21,3,0.0,1.0,0.0,0,14,107,17
346829273,254.5,0.0,1.0,0.5,0.0,7.5,57.75,19.25,290.00274725274727,812,113,578,8,0,0.0,1.0,1.0,0,8,130,17
351555225,55.5,0.05,0.45,0.4,0.0,9.3,100.6,11.6,214.00197628458497,17158,895,1012,157,11,0.0,0.0,1.0,0,15,156,19
387718926,716.0,0.0,1.0,0.0,0.0,6.0,78.0,20.0,126.00534759358288,5206,172,337,10,2,0.0,1.0,0.0,0,14,139,15
388348486,74.90899999999999,0.273,0.182,0.273,0.0,10.0,104.90899999999999,12.909,410.00086281276964,2226,308,816,18,1,0.0,1.0,0.0,0,7,144,13
390759955,277.0,0.0,0.5,0.25,0.0,11.25,126.75,17.25,264.0024154589372,3806,198,126,528,6,0.0,1.0,0.0,0,11,142,17
405035087,187.0,0.0,0.25,0.0,0.0,8.5,103.75,14.0,123.0023419203747,3177,138,158,51,0,1.0,0.0,0.0,0,10,51,5
405418046,207.5,0.5,0.5,0.0,0.0,8.5,114.25,14.25,47.01470588235294,10272,333,349,13,5,0.0,1.0,1.0,0,8,156,12
407101499,74.789,0.053,0.42100000000000004,0.42100000000000004,0.0,10.263,104.105,13.368,152.00085324232083,4385,751,1474,784,4,0.0,0.0,0.0,0,10,97,10
407818010,81.4,0.4,0.5,0.1,0.0,10.4,86.8,14.7,24.016666666666666,1585,963,561,1823,0,0.0,1.0,1.0,0,12,160,7
412112516,199.5,0.0,0.5,0.75,0.0,8.5,103.0,14.0,117.00454545454545,5165,425,1320,437,2,0.0,1.0,0.0,0,13,166,12
418140622,360.5,0.0,0.5,0.0,0.0,10.0,51.5,17.5,2222.0006112469437,1069,137,150,48,2,0.0,1.0,1.0,0,9,74,17
422226730,50.381,0.14300000000000002,0.47600000000000003,0.23800000000000002,0.0,9.81,89.571,12.238,518.0294117647059,25661,1245,1242,12720,23,0.0,1.0,1.0,0,10,68,7
425138781,68.444,0.055999999999999994,0.5,0.389,0.0,10.111,95.056,13.056,127.0079365079365,6514,1289,885,443,14,0.0,0.0,0.0,0,11,158,23
425263052,31.594,0.156,0.406,0.281,0.0,10.312000000000001,101.75,11.5,246.00653594771242,39107,2925,2744,9395,20,1.0,0.0,0.0,0,9,73,17
426178907,150.4,0.2,0.4,0.4,0.0,9.6,99.6,13.4,112.00354609929079,5703,325,474,119,1,0.0,1.0,1.0,0,7,144,17
428117425,121.889,0.055999999999999994,0.5,0.444,0.0,10.056000000000001,81.833,11.777999999999999,35.01298701298701,1236,437,1328,3049,0,0.0,0.0,1.0,0,14,44,12
451033303,34.719,0.25,0.375,0.406,0.0,10.344000000000001,89.93799999999999,11.844000000000001,293.00163666121114,6378,1531,1991,0,22,0.0,0.0,0.0,0,15,56,17
451370524,55.786,0.14300000000000002,0.429,0.35700000000000004,0.0,11.5,98.571,15.071,19.00537634408602,10320,1031,1109,1611,4,0.0,1.0,1.0,0,10,138,22
455266133,193.5,0.125,0.625,0.25,0.0,10.875,101.375,14.5,45.01587301587302,741,295,499,130,0,1.0,1.0,0.0,0,14,143,9
459628045,716.0,0.0,1.0,0.0,0.0,6.0,78.0,20.0,45.007246376811594,942,126,602,71,2,0.0,1.0,1.0,0,7,110,17
465298629,399.25,0.25,0.5,0.0,0.0,9.75,85.75,15.75,76.00460829493088,1464,269,992,769,0,1.0,0.0,0.0,0,15,66,17
489345934,220.8,0.0,0.6,0.4,0.0,8.8,118.4,16.2,36.007194244604314,895,129,396,222,0,0.0,0.0,1.0,0,15,32,17
503425054,130.0,0.33299999999999996,0.667,0.5,0.0,10.167,117.0,13.833,245.00340136054422,3209,1193,1987,12,8,1.0,0.0,0.0,0,12,40,12
510047880,33.556,0.25,0.47200000000000003,0.389,0.0,11.056,109.5,12.527999999999999,22.002717391304348,1923,1798,1876,37,5,1.0,0.0,0.0,0,15,160,16
513726022,69.467,0.267,0.5329999999999999,0.4,0.0,9.667,91.667,12.667,30.035714285714285,2179,481,745,287,3,1.0,1.0,0.0,0,14,103,14
516038414,154.8,0.2,0.8,0.2,0.0,8.0,88.6,14.0,41.0188679245283,16776,410,516,2338,5,0.0,1.0,1.0,0,11,159,15
522582939,36.273,0.152,0.485,0.273,0.0,10.302999999999999,96.60600000000001,12.333,124.00469483568075,78338,2800,2406,27726,48,0.0,0.0,1.0,0,10,32,20
522925470,255.25,0.0,0.5,0.25,0.0,12.25,53.25,16.25,23.008,2551,180,637,187,1,0.0,0.0,1.0,0,13,127,17
526482947,185.75,0.25,0.5,0.25,0.0,11.0,87.5,14.0,49.010416666666664,2492,490,567,17,2,0.0,1.0,0.0,0,13,107,13
535140940,208.75,0.0,0.75,0.5,0.0,12.0,105.25,15.25,234.025,1242,717,1092,370,2,0.0,0.0,0.0,0,11,141,12
541037205,716.0,0.0,1.0,0.0,0.0,6.0,78.0,20.0,408373.0051546392,428,61,78,8,6,0.0,0.0,0.0,0,6,59,15
563022345,42.957,0.174,0.478,0.435,0.0,10.913,108.304,15.609000000000002,505.00249376558605,18600,1533,996,4875,17,0.0,0.0,0.0,0,6,150,17
595539789,64.75,0.312,0.312,0.125,0.0,10.375,93.93799999999999,13.5,31.010416666666668,9717,546,646,1543,2,1.0,0.0,0.0,0,9,159,10
734619301,283.66700000000003,0.0,1.0,0.0,0.0,7.0,121.333,14.333,43.01234567901235,216,46,47,1,0,0.0,0.0,0.0,0,9,84,5
770176435,358.0,0.0,1.0,0.5,0.0,8.0,100.5,15.0,480.0038314176245,3411,112,121,628,0,0.0,0.0,0.0,0,8,148,9
852611210,111.0,0.0,0.375,0.5,0.0,11.0,122.25,11.875,613.0038910505837,1288,241,663,94,1,0.0,1.0,0.0,0,8,38,8
868757713,118.429,0.14300000000000002,0.5710000000000001,0.5,0.0,9.714,102.286,15.0,132.00518134715026,7122,564,705,169,5,1.0,1.0,0.0,0,11,95,12
964996225,167.833,0.16699999999999998,0.5,0.33299999999999996,0.0,10.333,113.5,14.833,75.00549450549451,2312,394,498,906,2,0.0,0.0,1.0,0,9,130,4
984297403,373.5,0.0,0.5,0.0,0.0,6.0,110.5,14.0,56.003690036900366,1064,223,320,113,1,0.0,0.0,1.0,0,15,70,15
22903,288.0,0.0,0.75,0.25,0.0,9.75,104.75,19.0,96.00469483568075,164,132,194,12,4,0.0,0.0,1.0,0,7,160,7
12700622,261.5,0.0,1.0,0.25,0.0,7.5,93.0,15.75,20.00395256916996,1461,138,263,163,6,1.0,1.0,0.0,0,5,3,5
14321616,716.0,0.0,1.0,0.0,0.0,6.0,78.0,20.0,28.00392156862745,1689,463,528,36,6,0.0,1.0,0.0,0,9,73,11
15922136,716.0,0.0,1.0,0.0,0.0,6.0,78.0,20.0,69.00561797752809,42218,626,676,92,17,0.0,1.0,1.0,0,9,3,15
16183526,244.25,0.0,0.5,0.5,0.0,10.25,119.5,15.25,170.0009794319295,588,139,401,505,3,0.0,0.0,1.0,0,10,75,7
30638954,187.75,0.5,0.5,0.25,0.0,10.0,102.25,15.25,16.013157894736842,4304,253,320,29,6,0.0,0.0,1.0,0,12,118,15
39201963,134.833,0.16699999999999998,0.33299999999999996,0.33299999999999996,0.0,11.167,112.667,14.667,112.00462962962963,8995,507,562,165,16,0.0,1.0,0.0,0,14,117,9
47610275,358.5,0.0,1.0,0.0,0.0,8.5,119.0,15.0,31.010416666666668,101,36,115,0,0,0.0,0.0,0.0,0,11,131,12
50606585,123.9,0.0,0.6,0.6,0.0,9.1,86.0,11.3,35.01470588235294,14527,442,523,58,16,0.0,0.0,1.0,0,13,78,9
53400463,362.5,0.0,1.0,0.5,0.0,6.5,90.0,13.5,77.0026525198939,803,485,802,21,5,0.0,1.0,1.0,0,9,134,15
84838434,119.125,0.0,0.5,0.125,0.0,9.75,96.5,14.5,11090.001769911505,7014,244,395,11,5,0.0,0.0,1.0,0,7,134,16
96450599,379.0,0.0,0.5,0.5,0.0,9.0,119.0,13.0,228.00191938579655,2872,572,466,33,22,0.0,0.0,0.0,0,14,64,10
107193314,487.0,0.33299999999999996,0.33299999999999996,0.0,0.0,10.0,56.333,17.0,103.00393700787401,3199,207,246,1,2,0.0,1.0,0.0,0,12,96,10
109651861,275.33299999999997,0.33299999999999996,1.0,0.0,0.0,9.333,121.0,16.667,145.00184162062615,6169,390,837,8,1,0.0,1.0,0.0,0,7,148,16
121045001,394.5,0.5,1.0,0.0,0.0,9.0,119.5,17.5,66.00537634408602,1720,240,427,3,12,0.0,0.0,0.0,0,12,120,10
126065059,716.0,0.0,1.0,0.0,0.0,6.0,78.0,20.0,1272.0016155088854,144,97,118,16,3,0.0,0.0,0.0,0,13,160,14
129176007,716.0,0.0,1.0,0.0,0.0,6.0,78.0,20.0,54.017857142857146,134,25,213,224,0,0.0,0.0,0.0,0,8,82,14
131559802,124.429,0.0,0.5710000000000001,0.5710000000000001,0.0,8.142999999999999,94.714,15.857000000000001,1613.000632511069,11177,425,403,67,5,0.0,1.0,0.0,0,8,92,7
154547583,146.5,0.0,0.75,0.375,0.0,10.75,78.875,15.625,96.00740740740741,1433,488,1095,5,6,0.0,1.0,1.0,0,14,159,15
171640056,716.0,0.0,1.0,0.0,0.0,6.0,78.0,20.0,134.0037037037037,5969,338,700,1,3,0.0,1.0,0.0,0,10,39,11
188043254,42.792,0.33299999999999996,0.45799999999999996,0.16699999999999998,0.0,10.625,104.458,11.833,191.0016129032258,40614,1139,1645,3256,21,0.0,1.0,0.0,0,7,50,14
188047458,144.625,0.0,0.5,0.125,0.0,10.375,104.5,13.25,358.00121065375305,15537,496,463,284,21,0.0,0.0,1.0,0,12,66,13
228711740,46.286,0.071,0.536,0.46399999999999997,0.0,11.0,107.821,13.107000000000001,240.0028735632184,4037,2158,1370,438,19,0.0,1.0,1.0,0,12,85,13
234430637,240.667,0.0,0.33299999999999996,0.33299999999999996,0.0,10.0,119.333,14.0,116.00220264317181,538,63,165,9,1,0.0,1.0,0.0,0,11,160,10
290147254,360.0,0.0,0.5,0.5,0.0,7.0,106.5,20.0,2699.0038314176245,33,25,51,3,0,1.0,0.0,0.0,0,8,3,18
290494853,716.0,0.0,1.0,0.0,0.0,6.0,78.0,20.0,1077.0011904761905,1575,105,258,33,2,0.0,1.0,0.0,0,14,123,20
343931635,358.5,0.0,0.5,0.5,0.0,10.5,95.0,18.0,2819.0003298153033,2327,70,151,207,0,0.0,1.0,0.0,0,11,81,16
392094997,149.583,0.16699999999999998,0.667,0.16699999999999998,0.0,10.917,82.417,13.333,69.00387596899225,3267,667,1361,909,8,0.0,1.0,1.0,0,14,123,9
433988089,334.4,0.2,0.4,0.2,0.0,9.0,89.6,13.6,73.07142857142857,855,217,1308,2,1,0.0,1.0,1.0,0,11,3,12
525408377,58.538000000000004,0.5379999999999999,0.385,0.077,0.0,9.462,56.615,16.154,96.00574712643679,32,32,111,0,0,1.0,0.0,0.0,0,8,3,15
583885189,87.111,0.16699999999999998,0.556,0.222,0.0,11.167,80.778,15.110999999999999,3287.0003645643455,2003,2395,2481,3,33,0.0,1.0,0.0,0,14,103,17
964327405,105.47399999999999,0.474,0.368,0.21100000000000002,0.0,10.0,42.895,15.421,778.0005012531328,52,26,40,0,0,1.0,0.0,0.0,0,10,64,16
974434579,250.667,0.0,0.667,0.0,0.0,11.667,78.333,18.0,141.00526315789475,690,65,178,131,2,0.0,1.0,0.0,0,13,3,13
450630648,15.083,0.125,0.45799999999999996,0.5,0.0,11.292,113.208,13.292,933.0012804097311,331,1306,1281,46,4,0.0,0.0,1.0,0,12,114,17
455775628,40.478,0.087,0.565,0.435,0.0,10.696,101.78299999999999,11.347999999999999,45.010989010989015,16343,1503,1998,2793,38,0.0,0.0,0.0,0,9,164,14
835342567,7.97,0.152,0.515,0.39399999999999996,0.0,11.0,95.273,12.682,82.00549450549451,473,3951,4120,500,12,0.0,0.0,0.0,0,15,134,7
22985259,53.28,0.08,0.32,0.4,0.0,11.32,102.0,12.52,28.016949152542374,5287,849,1846,117,3,0.0,0.0,1.0,0,14,73,13
26232444,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,126.00221238938053,103,45,66,0,0,0.0,0.0,1.0,0,10,6,19
26771352,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,2108.00052687039,189,35,178,6,0,0.0,0.0,1.0,0,9,36,16
29500667,274.33299999999997,0.0,0.667,0.667,0.0,9.333,100.333,13.333,201.00216919739697,31546,151,301,294,2,0.0,0.0,1.0,0,13,25,8
29510629,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,58.00961538461539,966,69,318,3,0,0.0,1.0,1.0,0,8,63,16
31102741,53.588,0.17600000000000002,0.647,0.529,0.0,11.0,101.059,12.824000000000002,202.002,3763,1169,1642,32,7,0.0,1.0,1.0,0,10,137,16
32025215,378.5,0.5,0.0,0.0,0.0,9.0,49.0,15.5,626.0037313432836,30547,445,489,304,16,0.0,0.0,0.0,0,10,104,12
43069058,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,873.0016,732,191,656,1,1,0.0,1.0,0.0,0,7,158,17
49934607,460.5,0.0,0.5,0.0,0.0,11.0,84.0,15.5,127.00153846153846,835,111,768,36,0,0.0,0.0,0.0,0,7,31,18
49977491,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,238.00205338809036,1187,44,136,19,1,0.0,1.0,0.0,0,8,63,6
50589337,372.5,0.0,0.0,0.5,0.0,12.0,61.0,15.5,555.0010672358591,1073,89,237,53,1,0.0,1.0,1.0,0,15,143,16
50619779,232.0,0.0,0.5,0.0,0.0,10.0,104.0,14.0,348.00232018561485,1601,147,405,9,3,0.0,1.0,1.0,0,12,160,13
51005435,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,11.024390243902438,57,76,650,0,0,0.0,0.0,0.0,0,14,33,15
57928664,247.75,0.25,0.25,0.0,0.0,10.75,95.75,15.5,26.007407407407406,9372,179,723,87,0,0.0,0.0,0.0,0,9,38,21
74147053,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,54.002053388090346,1110,179,2000,0,1,0.0,1.0,0.0,0,10,27,14
74486653,372.5,0.0,0.5,0.5,0.0,12.0,89.0,16.0,578.0012886597938,1447,252,667,2,2,0.0,1.0,1.0,0,14,20,16
83581269,373.0,0.0,0.0,0.0,0.0,11.5,94.5,15.0,88.00327868852459,873,122,427,33,2,1.0,1.0,0.0,0,8,140,12
84114885,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,287.0018587360595,2396,46,68,154,0,0.0,1.0,0.0,0,8,3,8
98913291,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,50.0045871559633,28,19,253,12,0,1.0,1.0,0.0,0,7,4,18
100459808,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,236.0018761726079,159,27,255,2,0,1.0,0.0,0.0,0,10,69,13
101503282,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,327.0023640661939,2264,169,1021,30,2,0.0,1.0,0.0,0,12,16,19
104775098,372.5,0.0,0.5,0.5,0.0,10.0,49.5,16.0,155.00389105058366,1065,144,543,156,0,1.0,0.0,0.0,0,9,110,17
107421428,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,87.0125,2620,357,826,17,1,0.0,1.0,1.0,0,10,95,12
113487244,394.5,0.0,0.0,0.5,0.0,11.5,100.0,16.5,548.0007062146892,4190,140,190,46,0,0.0,1.0,0.0,0,8,14,6
137390297,373.5,0.0,0.5,0.5,0.0,7.5,48.5,16.0,583.0022883295195,252,53,411,6,0,0.0,1.0,1.0,0,10,41,15
138529938,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,44.004926108374384,629,61,179,236,1,0.0,1.0,0.0,0,8,36,20
140410819,152.0,0.0,0.4,0.2,0.0,9.6,92.0,11.8,64.00338983050847,520,101,286,98,1,0.0,0.0,1.0,0,15,85,15
154267358,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,23.03448275862069,1254,54,219,2,0,0.0,1.0,1.0,0,12,54,11
174747861,100.375,0.25,0.625,0.5,0.0,10.25,110.0,12.375,120.00159744408946,18470,1341,2002,4279,7,0.0,1.0,1.0,0,12,117,19
176362396,372.5,0.0,0.5,0.5,0.0,7.0,65.5,17.5,12.014705882352942,1549,92,469,399,0,0.0,1.0,1.0,0,11,26,11
193786482,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,1048.0006596306068,471,87,361,3,1,0.0,1.0,1.0,0,11,100,12
196514953,372.5,0.0,0.0,0.0,0.0,10.5,49.5,14.5,173.0086956521739,5811,1578,332,11,35,0.0,0.0,0.0,0,11,98,20
197347453,57.861999999999995,0.172,0.414,0.276,0.0,11.482999999999999,93.448,13.31,1404.000693481276,11114,737,1968,437,2,0.0,1.0,0.0,0,13,13,18
198678682,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,137.00212314225053,5217,254,170,67,3,0.0,0.0,1.0,0,13,63,11
200293129,253.333,0.33299999999999996,0.0,0.0,0.0,11.333,89.667,12.0,37.006024096385545,4140,205,770,10,1,1.0,0.0,0.0,0,10,114,13
202244649,177.167,0.16699999999999998,0.833,0.16699999999999998,0.0,10.333,89.0,16.333,301.0098039215686,593,193,879,16,0,1.0,1.0,0.0,0,10,130,11
210514893,375.5,0.0,0.0,0.0,0.0,8.0,98.0,17.5,479.0038314176245,1215,105,547,14,0,0.0,0.0,0.0,0,12,99,13
211487690,293.33299999999997,0.0,0.33299999999999996,0.0,0.0,10.333,32.667,13.0,79.0046511627907,634,430,546,5,3,1.0,1.0,0.0,0,15,160,17
219346690,297.0,0.0,0.0,0.0,0.0,12.333,69.667,12.333,316.0014164305949,4775,209,1163,8,2,0.0,1.0,1.0,0,11,153,17
231377654,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,118.00348432055749,3316,378,662,3,4,0.0,0.0,1.0,0,15,149,10
235303172,378.5,0.5,0.0,0.0,0.0,9.0,49.0,15.5,54.00243309002433,642,68,122,190,0,0.0,0.0,0.0,0,14,111,10
242341704,160.4,0.0,0.4,0.4,0.0,10.4,125.6,13.8,107.00431034482759,24423,1057,1433,1834,16,0.0,1.0,1.0,0,10,161,22
243891976,372.5,0.5,0.5,0.0,0.0,8.0,22.0,13.0,222.0017825311943,1670,257,1462,145,2,1.0,1.0,0.0,0,11,60,17
245953131,186.167,0.16699999999999998,0.33299999999999996,0.33299999999999996,0.0,12.333,81.333,14.667,62.00558659217877,1379,66,662,236,0,1.0,1.0,0.0,0,8,22,16
250171190,93.77799999999999,0.222,0.444,0.111,0.0,11.0,85.22200000000001,10.333,163.00271002710028,2053,597,1994,19,4,1.0,1.0,0.0,0,7,86,13
255656786,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,3138.007042253521,2386,338,400,810,6,0.0,1.0,1.0,0,9,154,19
257399906,248.333,0.0,0.667,0.33299999999999996,0.0,8.667,75.0,16.333,72.0091743119266,1550,256,490,176,0,0.0,1.0,0.0,0,9,165,18
258762800,439.5,0.0,0.0,0.0,0.0,11.0,37.5,15.0,102.0034965034965,438,23,106,3,0,1.0,0.0,0.0,0,12,55,20
270472440,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,196.008547008547,2230,93,159,401,3,0.0,1.0,1.0,0,8,153,17
271032827,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,301.0032258064516,165,30,314,1,0,0.0,0.0,0.0,0,14,58,5
284657297,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,439.001066098081,2882,63,428,8,2,1.0,0.0,0.0,0,9,74,17
288798453,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,14.020833333333334,146,47,315,1,0,0.0,0.0,1.0,0,13,84,14
291314239,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,161.00411522633746,129,8,78,1,0,0.0,0.0,1.0,0,10,21,11
292912980,494.5,0.0,0.5,0.5,0.0,9.0,44.5,17.0,211.00425531914894,1029,207,414,0,3,1.0,1.0,0.0,0,6,26,6
300838107,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,46.01176470588236,986,43,101,13,1,0.0,1.0,1.0,0,8,145,19
308151060,159.0,0.33299999999999996,0.667,0.0,0.0,12.5,100.833,15.5,81.025,1878,262,685,54,13,0.0,1.0,0.0,0,8,123,16
309800578,372.0,0.5,0.5,0.0,0.0,9.0,68.0,11.5,89.00438596491227,842,77,200,3,0,0.0,1.0,1.0,0,14,5,16
310496499,206.0,0.0,0.5,0.25,0.0,9.0,103.25,13.5,75.00299401197604,6652,383,1828,235,1,0.0,0.0,1.0,0,14,157,16
318661130,193.75,0.25,0.25,0.5,0.0,11.5,83.5,15.5,253.00159489633174,2642,207,868,39,4,0.0,0.0,0.0,0,12,119,16
319054277,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,43.006711409395976,1780,62,346,274,1,1.0,1.0,0.0,0,10,72,18
323937090,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,202.0060606060606,2368,78,272,40,1,1.0,1.0,0.0,0,8,75,14
324440293,460.5,0.0,0.5,0.0,0.0,11.0,84.0,15.5,316.00217391304346,825,76,396,130,0,1.0,1.0,0.0,0,12,109,10
329103684,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,62.00632911392405,1133,106,242,99,0,0.0,1.0,0.0,0,15,28,16
331875962,744.0,0.0,0.0,0.0,0.0,9.0,37.0,16.0,85.00847457627118,1280,88,613,19,0,0.0,1.0,0.0,0,15,41,16
